product name	time	likes	dislikes	pos-comments	neg-comments	flip-buyers	am-buyers	hashtags	cost	category	sub category	brand	discount	stock	url	ratings	viewers	ads	score	R	N	W
SAMSUNG Evo Plus 64 GB MicroSDXC	2	515	2739	10362	673	4353	11456	8151	1266	Electronics	Storage	samsung	380	10	https://www.flipkart.com/samsung-evo-plus-64-gb-microsdxc-class-10-130-mb-s-memory-card/p/itmf7c2fb2236ab1?pid=ACCG9NPXHEGZ2YK8&lid=LSTACCG9NPXHEGZ2YK81MI55U&marketplace=FLIPKART&store=6bo%2Fjdy&srno=b_1_5&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=e2d2b3c9-6288-48a6-b0bc-a7135baa2309.ACCG9NPXHEGZ2YK8.SEARCH&ppt=hp&ppn=homepage&ssid=zqdet1r1qo0000001659090256384	6478	40843	4	4.525323557	4.416808072	87220	0.589870353
SanDisk Dual Drive Go 32 GB OTG Drive	1	2098	2527	7863	777	11104	17516	3545	1169	Electronics	Storage	SanDisk	661	10	https://www.flipkart.com/sandisk-dual-drive-go-32-gb-otg/p/itm66610e185e26a?pid=ACCG4P5FEHQBBPF7&lid=LSTACCG4P5FEHQBBPF7PNJD9P&marketplace=FLIPKART&store=6bo%2Fjdy&srno=b_1_15&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=e2d2b3c9-6288-48a6-b0bc-a7135baa2309.ACCG4P5FEHQBBPF7.SEARCH&ppt=browse&ppn=browse	11672	43236	4	4.824599535	4.887963434	102172	0.690990985
WD 1.5 TB Wired External Hard Disk Drive	4	910	3752	10842	473	11871	7353	860	929	Electronics	Storage	WD	988	10	https://www.flipkart.com/wd-1-5-tb-wired-external-hard-disk-drive-hdd/p/itmfcyh2wheuvhbk?pid=ACCFCYH2FGJBJRFS&lid=LSTACCFCYH2FGJBJRFSW7VVVN&marketplace=FLIPKART&store=6bo%2Fjdy&srno=b_1_26&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=e2d2b3c9-6288-48a6-b0bc-a7135baa2309.ACCFCYH2FGJBJRFS.SEARCH&ppt=browse&ppn=browse	11183	42930	0	4.578964535	4.516728019	92091	0.622813009
Seagate Barracuda 1tb	1	2728	1074	8136	984	7950	14114	8869	3455	Electronics	Storage	Seagate	980	10	https://www.flipkart.com/seagate-barracuda-3-5-inch-sata-6-gb-s-7200-rpm-64-mb-cache-1-tb-desktop-internal-hard-disk-drive-hdd-st1000dm010/p/itmeqn3rdgnqjshd?pid=IHDG6EZXTZ3AY3ZA&lid=LSTIHDG6EZXTZ3AY3ZAZAPQNS&marketplace=FLIPKART&store=6bo%2Fjdy&srno=b_1_40&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=en_Up7h8ObtkZ0voG4Qh2O9Mp5XpGN4FjBthAnmS0XtFoJrDw0kq67nuRQiPpamkNDsiReXiaF6sqt7NrjC2n8P%2BA%3D%3D&ppt=hp&ppn=homepage&ssid=zqdet1r1qo0000001659090256384	10063	34758	3	4.760847821	4.80680671	93114	0.629731576
TOSHIBA Canvio Advance 1 TB External Hard Disk Drive (HDD)	4	6299	1137	7310	988	2862	9178	3289	3779	Electronics	Storage	TOSHIBA	476	10	https://www.flipkart.com/toshiba-canvio-advance-1-tb-external-hard-disk-drive-hdd/p/itmc21f263825888?pid=ACCG26XFHCSGG5MS&lid=LSTACCG26XFHCSGG5MS2P2RPR&marketplace=FLIPKART&store=6bo%2Fjdy&srno=b_5_167&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=20c62bc9-b394-4b1e-87d4-7e7bc279d13a.ACCG26XFHCSGG5MS.SEARCH&ppt=browse&ppn=browse	10838	36556	2	4.498834297	4.354595353	82714	0.559396198
MOREBYTE 128gb USB Pen Drive	2	9310	1733	4981	817	20074	7056	4554	2357	Electronics	Storage	MOREBYTE	152	10	https://www.flipkart.com/morebyte-128gb-usb-pen-drive-metal-body-external-storage-device-128-gb/p/itm8040c85e392cd?pid=ACCGCFM8SFQHHQKF&lid=LSTACCGCFM8SFQHHQKFET6RQW&marketplace=FLIPKART&store=6bo%2Fjdy&srno=b_5_173&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=20c62bc9-b394-4b1e-87d4-7e7bc279d13a.ACCGCFM8SFQHHQKF.SEARCH&ppt=browse&ppn=browse	6365	22339	3	4.923206095	5.12766331	79741	0.539289748
Crucial MX500 500GB SSD	4	3332	2083	2073	2382	5312	8948	2333	2286	Electronics	Storage	Crucial	497	10	https://www.flipkart.com/crucial-mx500-500gb-3d-nand-sata-2-5-inch-500-laptop-desktop-internal-solid-state-drive-ssd-ct500mx500ssd1/p/itmffzxgx6mh5vzy?pid=IHDFBTYMTF5F8YZN&lid=LSTIHDFBTYMTF5F8YZNVM0V3S&marketplace=FLIPKART&store=6bo%2Fjdy&srno=b_3_81&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_1_L2_view-all&fm=organic&iid=338028a6-91fe-4fe6-9e25-27d40145dd72.IHDFBTYMTF5F8YZN.SEARCH&ppt=browse&ppn=browse	5458	29219	6	4.392365666	4.013061365	63929	0.432352921
SanDisk Ultra Dual SDDD3-064G-I35 64 GB OTG	1	2480	3910	8799	2472	20627	16167	4897	1771	Electronics	Storage	SanDisk	752	10	https://www.flipkart.com/sandisk-ultra-dual-sddd3-064g-i35-64-gb-otg-drive/p/itm62693e75c3e53?pid=ACCENUZAEYTH8U7S&lid=LSTACCENUZAEYTH8U7ST8LIUQ&marketplace=FLIPKART&store=6bo%2Fjdy%2Fuar&srno=b_1_10&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_4_L2_view-all&fm=organic&iid=588d4013-5ebd-4e94-8d7a-19b481043f88.ACCENUZAEYTH8U7S.SEARCH&ppt=hp&ppn=homepage&ssid=71caqmv0v40000001659090679121	14295	32055	6	4.964221113	5.066385786	108231	0.731968106
HP x5600B 32 GB OTG Drive	4	4447	1520	3587	1270	20143	2975	7536	1626	Electronics	Storage	HP	283	10	https://www.flipkart.com/hp-x5600b-32-gb-otg-drive/p/itm36248b2c5ed69?pid=ACCG5YCAXHZZHTD8&lid=LSTACCG5YCAXHZZHTD8VZYVFT&marketplace=FLIPKART&store=6bo%2Fjdy%2Fuar&srno=b_1_40&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_4_L2_view-all&fm=organic&iid=588d4013-5ebd-4e94-8d7a-19b481043f88.ACCG5YCAXHZZHTD8.SEARCH&ppt=browse&ppn=browse	5114	44483	9	4.570416618	4.504016431	92993	0.628913251
SONY ILCE-6100Y/B IN5 Mirrorless Camera with 16-50 mm	1	5144	3270	6906	525	23598	1172	6785	39992	Electronics	Cameras	SONY	224	10	https://www.flipkart.com/sony-ilce-6100y-b-in5-mirrorless-camera-16-50-mm-55-210-zoom-lenses/p/itm1854efdff5416?pid=CAMFM67HGGZDDXUE&marketplace=FLIPKART	3344	12474	4	3.966919991	3.658935788	103438	0.699552965
Panasonic Lumix DMC-GH4 Mirrorless Camera	2	5696	2700	1464	942	19734	4754	9179	41214	Electronics	Cameras	Panasonic	783	10	https://www.flipkart.com/panasonic-lumix-dmc-gh4-mirrorless-camera-body-12-60mm-lens/p/itma20e4df2af33d?pid=DLLFZQKWNZSR8MWG&marketplace=FLIPKART	7482	43299	3	3.58034171	3.494520947	137250	0.928224099
Canon EOS 3000D DSLR Camera	4	8384	3381	9394	2438	1791	17866	2250	39167	Electronics	Cameras	Canon	246	10	https://www.flipkart.com/canon-eos-3000d-dslr-camera-1-body-18-55-mm-lens/p/itm6f665fea97bc2?pid=CAMF3DHJURPEMNRN&lid=LSTCAMF3DHJURPEMNRNEB3BV2&marketplace=FLIPKART&fm=neo%2Fmerchandising&iid=M_735c64b7-8f26-4bca-932b-e897cdad758f_23_5ZEX38D1TJC6_MC.CAMF3DHJURPEMNRN&ppt=clp&ppn=camera-clp-store&ssid=6x0m7zvzsw0000001659090794414&otracker=clp_pmu_v2_1_23.productCard.PMU_V2_Canon%2BEOS%2B3000D%2BDSLR%2BCamera%2B1%2BCamera%2BBody%252C%2B18%2B-%2B55%2Bmm%2BLens_camera-clp-store_CAMF3DHJURPEMNRN_neo%2Fmerchandising_0&otracker1=clp_pmu_v2_PINNED_neo%2Fmerchandising_NA_GRID_productCard_cc_1_NA_view-all&cid=CAMF3DHJURPEMNRN	7442	17853	6	3.730989369	3.400896405	110218	0.745406221
Flipfit Waterproof Digital & Sports .	1	3908	958	2663	1167	17111	7892	94	35585	Electronics	Cameras	Flipfit	323	10	https://www.flipkart.com/flipfit-waterproof-digital-sports-camera-02-camcorder/p/itmbbba1e1a5e203?pid=CAMERY6QYGANKEJS&lid=LSTCAMERY6QYGANKEJSN7COEG&marketplace=FLIPKART&store=jek%2Fp31%2Fenu&srno=b_1_4&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_6_L2_view-all&fm=neo%2Fmerchandising&iid=2971adea-3af8-45e9-a440-f6ae8a56d229.CAMERY6QYGANKEJS.SEARCH&ppt=hp&ppn=homepage&ssid=2xs2r4kqao0000001659091092039	13222	20118	2	4.195355018	3.973525616	103043	0.696881573
PRAMA S.C-02 PT-HTD700E-IP 2 MP IR Bullet Camera	4	4950	2738	6735	923	17545	4858	238	49958	Electronics	Cameras	PRAMA	157	10	https://www.flipkart.com/prama-s-c-02-pt-htd700e-ip-2-mp-ir-bullet-camera-1920-1080-resolution-2-8-mm-3-6-mm-fixed-lens/p/itm6d0638f0b0c70?pid=POIG5MDBTGER6Y8S&lid=LSTPOIG5MDBTGER6Y8SOUZSXG&marketplace=FLIPKART&store=jek%2Fp31%2Fnxa&srno=b_1_4&otracker=browse&otracker1=hp_rich_navigation_PINNED_neo%2Fmerchandising_NA_NAV_EXPANDABLE_navigationCard_cc_4_L2_view-all&fm=neo%2Fmerchandising&iid=bb25c3bc-428a-4dca-9362-9437cca0383d.POIG5MDBTGER6Y8S.SEARCH&ppt=hp&ppn=homepage&ssid=qjoebwctps0000001659091212795	2394	21488	4	3.5447035	3.17145587	111988	0.757376761
Sulfur Gorilla Tripod/Mini Tripod	4	3382	2855	1088	497	13122	7606	4522	704	Electronics	Cameras	Sulfur Gorilla	280	10	https://www.flipkart.com/sulfur-gorilla-tripod-mini-tripod-10-inch-3-inch-clip-fully-flexible-rotatable-mobile-stand-holder-remote-clip-holder-all-phone-dslr-action-cameras-projector-tripod-kit-bracket/p/itm793af71a731a7?pid=ACCG496JRF76F4FB&lid=LSTACCG496JRF76F4FBLF9ZDL&marketplace=FLIPKART&store=jek&srno=b_1_6&otracker=browse&fm=neo%2Fmerchandising&iid=69be9f71-ff45-49d2-83ab-5d1a878d70a0.ACCG496JRF76F4FB.SEARCH&ppt=browse&ppn=browse&ssid=gqa0frknkg0000001659091266547	3127	33999	7	4.600625906	4.472769669	71189	0.481452426
PALMIST Lens Cleaner	2	616	495	6653	1091	1899	12014	1158	230	Electronics	Cameras	PALMIST	115	10	https://www.flipkart.com/palmist-lens-cleaner-liquid-spray-100ml-2-get-18-ml-free/p/itmfea4d9068d0c6?pid=ACCGCV7ENQFN7EY6&lid=LSTACCGCV7ENQFN7EY6LGVHIU&marketplace=FLIPKART&store=jek&srno=b_1_16&otracker=browse&fm=neo%2Fmerchandising&iid=en_%2BfPKAeS3Z0oBmjvDMNhGKlq6aXb%2Bcr647vKKFVPkZGCbRJUa6e4D0ka4KVh7FamajGMtOo57PxYfeGPXwymNJw%3D%3D&ppt=browse&ppn=browse	10697	36685	2	4.705510154	4.689177308	71655	0.484603992
SONY CyberShot DSC-W800/BC IN5	3	9875	2011	748	303	1783	7880	1111	331	Electronics	Cameras	SONY	951	10	https://www.flipkart.com/sony-cybershot-dsc-w800-bc-in5/p/itme8g8yfydrnwwv?pid=CAMDVGUGHKXNHYXB&lid=LSTCAMDVGUGHKXNHYXBG3GONO&marketplace=FLIPKART&store=jek&srno=b_1_19&otracker=browse&fm=neo%2Fmerchandising&iid=69be9f71-ff45-49d2-83ab-5d1a878d70a0.CAMDVGUGHKXNHYXB.SEARCH&ppt=browse&ppn=browse	12079	23959	6	4.617234959	4.469534872	61037	0.412794276
Stookin 8 x12 FT Green LEKERA Backdrop	1	9700	3797	11599	1117	9793	8164	9426	996	Electronics	Cameras	Stookin	579	10	https://www.flipkart.com/stookin-8-x12-ft-green-lekera-backdrop-photo-light-studio-photography-background-reflector/p/itm486a3c532f4be?pid=RLOFUUNKKY55XHY5&lid=LSTRLOFUUNKKY55XHY5D2H4NG&marketplace=FLIPKART&store=jek&srno=b_1_18&otracker=browse&fm=neo%2Fmerchandising&iid=69be9f71-ff45-49d2-83ab-5d1a878d70a0.RLOFUUNKKY55XHY5.SEARCH&ppt=browse&ppn=browse&ssid=gqa0frknkg0000001659091266547	5458	21931	8	4.667071885	4.623122759	82568	0.558408797
Webilla 10 inch RGB Ring Light 360°	4	9647	1217	9941	2500	19259	4234	5841	716	Electronics	Cameras	Webilla	464	10	https://www.flipkart.com/webilla-10-inch-rgb-ring-light-360-full-color-13-dynamic-static-3-daily-colors-lights-selfie-adjustable-tripod-stand-cell-phone-holder-youtube-vlog-shooting-makeup-photoshoot/p/itm615c69019a0ef?pid=ACCGFAGSHZHZKDB8&lid=LSTACCGFAGSHZHZKDB8CAH42I&marketplace=FLIPKART&store=jek&srno=b_1_32&otracker=browse&fm=neo%2Fmerchandising&iid=en_%2BfPKAeS3Z0oBmjvDMNhGKlq6aXb%2Bcr647vKKFVPkZGAAYLapOeYZJJ6naowM3HRKtoDYVZcRt%2F7blyB14B1tcg%3D%3D&ppt=browse&ppn=browse&ssid=gqa0frknkg0000001659091266547	7213	12054	4	4.974886213	5.232288959	73090	0.494308921
"SAMSUNG Galaxy F22 (Denim Black, 64 GB) (4 GB RAM)"	1	9532	3220	2672	1907	1626	17880	6204	14999	Mobiles	-	SAMSUNG	95	10	https://www.flipkart.com/samsung-galaxy-f22-denim-black-64-gb/p/itm6f47a19cb79ae?pid=MOBG43UGC3PYCBZF&lid=LSTMOBG43UGC3PYCBZFSIRYTE&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_1&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=cfbeade8-e9b0-4d54-837a-666429741535.MOBG43UGC3PYCBZF.SEARCH&ppt=clp&ppn=mobile-phones-store&ssid=mgi90o4f2o0000001659070894538&qH=eb4af0bf07c16429	1538	44906	9	3.93317811	3.607603167	104588	0.707330434
"POCO C31 (Royal Blue, 64 GB) (4 GB RAM)"	3	7709	1019	5801	1186	13752	17356	9616	11999	Mobiles	-	POCO	128	10	https://www.flipkart.com/poco-c31-royal-blue-64-gb/p/itm19effae969b86?pid=MOBG73E7GKQK4KZP&lid=LSTMOBG73E7GKQK4KZPR5ICMK&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_3&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=cfbeade8-e9b0-4d54-837a-666429741535.MOBG73E7GKQK4KZP.SEARCH&ppt=clp&ppn=mobile-phones-store&ssid=mgi90o4f2o0000001659070894538&qH=eb4af0bf07c16429	4006	30925	9	4.692065637	4.677023554	103506	0.70001285
"realme C31 (Light Silver, 32 GB) (3 GB RAM)"	2	3772	2513	3601	1120	5688	17455	4823	10999	Mobiles	-	REALME	507	10	https://www.flipkart.com/realme-c31-light-silver-32-gb/p/itme0f2960da9bbb?pid=MOBGCGVA3DANQNQH&lid=LSTMOBGCGVA3DANQNQHPKNMV9&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_4&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=cfbeade8-e9b0-4d54-837a-666429741535.MOBGCGVA3DANQNQH.SEARCH&ppt=clp&ppn=mobile-phones-store&ssid=mgi90o4f2o0000001659070894538&qH=eb4af0bf07c16429	10010	11036	4	4.759350949	4.793353652	71528	0.483745088
"Infinix HOT 12 Play (Horizon Blue, 64 GB) (4 GB RAM)"	1	4367	271	10873	2278	16060	1890	8774	11999	Mobiles	-	INFINIX	357	10	https://www.flipkart.com/infinix-hot-12-play-horizon-blue-64-gb/p/itmd9c1091d0a662?pid=MOBGE2KYCFZA7BRB&lid=LSTMOBGE2KYCFZA7BRBUNTJVL&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_8&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=cfbeade8-e9b0-4d54-837a-666429741535.MOBGE2KYCFZA7BRB.SEARCH&ppt=clp&ppn=mobile-phones-store&ssid=mgi90o4f2o0000001659070894538&qH=eb4af0bf07c16429	7769	27911	2	4.508560233	4.377975387	92551	0.625923997
"realme C11 2021 (Cool Grey, 32 GB) (2 GB RAM)"	3	5935	2717	6530	1982	20091	10778	7469	7999	Mobiles	-	REALME	716	10	https://www.flipkart.com/realme-c11-2021-cool-grey-32-gb/p/itmbd856acb97c38?pid=MOBG4BEGX8QYNKGZ&lid=LSTMOBG4BEGX8QYNKGZ8JGQTA&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_9&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=cfbeade8-e9b0-4d54-837a-666429741535.MOBG4BEGX8QYNKGZ.SEARCH&ppt=clp&ppn=mobile-phones-store&ssid=mgi90o4f2o0000001659070894538&qH=eb4af0bf07c16429	12343	44183	5	4.591656779	4.560738066	120748	0.816620791
"SAMSUNG Galaxy F13 (Nightsky Green, 64 GB) (4 GB RAM)"	4	170	1815	7212	1537	14345	8360	7050	14999	Mobiles	-	SAMSUNG	463	10	https://www.flipkart.com/samsung-galaxy-f13-nightsky-green-64-gb/p/itmeadfda1bd23fa?pid=MOBGENJWF4KJTPEN&lid=LSTMOBGENJWF4KJTPENAUQVSZ&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_12&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=cfbeade8-e9b0-4d54-837a-666429741535.MOBGENJWF4KJTPEN.SEARCH&ppt=clp&ppn=mobile-phones-store&ssid=mgi90o4f2o0000001659070894538&qH=eb4af0bf07c16429	7988	20789	5	4.57059897	4.451500596	84733	0.573050729
"REDMI 9i Sport (Coral Green, 64 GB) (4 GB RAM)"	1	784	793	3920	2341	14041	5953	150	9999	Mobiles	-	REDMI	414	10	https://www.flipkart.com/redmi-9i-sport-coral-green-64-gb/p/itmb5e8d8186b602?pid=MOBG6WQWJRFZ5WDG&lid=LSTMOBG6WQWJRFZ5WDGPC31LY&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_20&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=cfbeade8-e9b0-4d54-837a-666429741535.MOBG6WQWJRFZ5WDG.SEARCH&ppt=clp&ppn=mobile-phones-store&ssid=mgi90o4f2o0000001659070894538&qH=eb4af0bf07c16429	10220	39076	7	4.41777747	4.202000046	87698	0.593103075
"realme 9 (Sunburst Gold, 128 GB) (6 GB RAM)"	2	6641	540	2538	1750	2909	14924	1150	20999	Mobiles	-	REALME	756	10	https://www.flipkart.com/realme-9-sunburst-gold-128-gb/p/itm73722a6d35d36?pid=MOBGDYSHHVWMECHS&lid=LSTMOBGDYSHHVWMECHSANSMZ4&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_21&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=cfbeade8-e9b0-4d54-837a-666429741535.MOBGDYSHHVWMECHS.SEARCH&ppt=clp&ppn=mobile-phones-store&ssid=mgi90o4f2o0000001659070894538&qH=eb4af0bf07c16429	7468	32908	7	4.129273902	3.767177881	92590	0.626187755
"REDMI Note 10T 5G (Mint Green, 128 GB) (6 GB RAM)"	3	9049	2404	10900	1724	10600	15684	559	18999	Mobiles	-	REDMI	484	10	https://www.flipkart.com/redmi-note-10t-5g-mint-green-128-gb/p/itm9aa44a6740f67?pid=MOBGC7QFT9EAHMFF&lid=LSTMOBGC7QFT9EAHMFFJ6VSAP&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_22&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=cfbeade8-e9b0-4d54-837a-666429741535.MOBGC7QFT9EAHMFF.SEARCH&ppt=clp&ppn=mobile-phones-store&ssid=mgi90o4f2o0000001659070894538&qH=eb4af0bf07c16429	12445	28119	1	4.461295263	4.367853796	110968	0.750478483
"POCO M4 Pro (Power Black, 64 GB) (6 GB RAM)"	2	3000	3132	8640	1574	13931	12044	6615	17999	Mobiles	-	POCO	154	10	https://www.flipkart.com/poco-m4-pro-power-black-64-gb/p/itm69e46322b5dbb?pid=MOBGBTHFEUFZCSFS&lid=LSTMOBGBTHFEUFZCSFS6L1TEH&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_1_23&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=organic&iid=cfbeade8-e9b0-4d54-837a-666429741535.MOBGBTHFEUFZCSFS.SEARCH&ppt=clp&ppn=mobile-phones-store&ssid=mgi90o4f2o0000001659070894538&qH=eb4af0bf07c16429	8471	25391	7	4.454325774	4.319340716	100958	0.682780682
"POCO M4 5G (Cool Blue, 64 GB) (4 GB RAM)"	1	3990	331	4024	671	3283	9992	6422	15999	Mobiles	-	POCO	209	10	https://www.flipkart.com/poco-m4-5g-cool-blue-64-gb/p/itm7b27dd2f5da7e?pid=MOBGDRGPD6YGVHXZ&lid=LSTMOBGDRGPD6YGVHXZQNZP4U&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_26&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=7ba9c3e7-100f-4c33-8878-6df7c02eba2b.MOBGDRGPD6YGVHXZ.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429	13780	44102	1	4.271192806	4.06231275	102804	0.695265212
Itel Ace 2N (Black)	1	2587	2679	323	546	6202	4676	5437	889	Mobiles	-	ITEL	842	10	https://www.flipkart.com/itel-ace-2n/p/itm7f2f43295022b?pid=MOBGFBYGBXQPG7PW&lid=LSTMOBGFBYGBXQPG7PWDXLTNO&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_28&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=en_j%2BmUICkhrZQKYIjplzeRBf2Baeb6dpWQgV7sK7gZKDuhXaCiZ2wfhFMJZw3jpFPYJlKd1VJ4v%2FXNbEJiRvAYCA%3D%3D&ppt=sp&ppn=sp&qH=eb4af0bf07c16429	12278	32384	7	4.539119508	4.294291939	68850	0.465633729
"realme Narzo 50i (Mint Green, 32 GB) (2 GB RAM)"	4	8164	940	8233	1802	5856	15543	9717	7999	Mobiles	-	REALME	611	10	https://www.flipkart.com/realme-narzo-50i-mint-green-32-gb/p/itm53fa214c23501?pid=MOBG6MY4BU22NQYT&lid=LSTMOBG6MY4BU22NQYTSR1ENM&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_29&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=7ba9c3e7-100f-4c33-8878-6df7c02eba2b.MOBG6MY4BU22NQYT.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429	2328	18733	7	4.667868209	4.593296886	79933	0.540588247
Itel it2163S (Dark Green)	1	7904	441	1573	1022	14783	17538	4989	999	Mobiles	-	ITEL	991	10	https://www.flipkart.com/itel-it2163s/p/itmf6f2f9ecdd9af?pid=MOBGCVAXAFHGWHPT&lid=LSTMOBGCVAXAFHGWHPT2F1LNX&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_32&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=en_j%2BmUICkhrZQKYIjplzeRBf2Baeb6dpWQgV7sK7gZKDvwefLMFF6ysdrjxri3%2BXeIy%2FP2rDrNbl7C5i4e4r8XSg%3D%3D&ppt=sp&ppn=sp&qH=eb4af0bf07c16429	13464	26245	5	5.174588942	5.443582275	89954	0.608360442
"Infinix Hot 11 2022 (Sunset Gold, 64 GB) (4 GB RAM)"	4	412	419	633	549	5385	14970	1363	12999	Mobiles	-	INFINIX	610	10	https://www.flipkart.com/infinix-hot-11-2022-sunset-gold-64-gb/p/itm196d12b3f4f87?pid=MOBGCC7DGZAG4MFT&lid=LSTMOBGCC7DGZAG4MFTWJD9WV&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_35&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=7ba9c3e7-100f-4c33-8878-6df7c02eba2b.MOBGCC7DGZAG4MFT.SEARCH&ppt=sp&ppn=sp&qH=eb4af0bf07c16429	14424	30423	10	4.644961239	4.559497305	82197	0.555899718
Itel U20 (Black)	4	7455	1228	4026	1998	13747	9136	1097	1058	Mobiles	-	ITEL	147	10	https://www.flipkart.com/itel-u20/p/itm24cbd7f116e00?pid=MOBG8N55HDEVVQUA&lid=LSTMOBG8N55HDEVVQUAQQ4LB8&marketplace=FLIPKART&q=mobiles&store=tyy%2F4io&srno=s_2_36&otracker=AS_Query_TrendingAutoSuggest_1_0_na_na_na&otracker1=AS_Query_TrendingAutoSuggest_1_0_na_na_na&fm=search-autosuggest&iid=en_j%2BmUICkhrZQKYIjplzeRBf2Baeb6dpWQgV7sK7gZKDvIO5R5Ys11C%2FPSdnk8%2BuZEP890Kwa2BQJTxP7qDKTCzA%3D%3D&ppt=sp&ppn=sp&qH=eb4af0bf07c16429	8313	13549	1	4.968604458	5.268820338	61755	0.417650122
